0.000000e+00,5.000000e+00
1.953125e-08,5.000000e+00
3.906250e-08,5.000000e+00
5.859375e-08,5.000000e+00
7.812500e-08,5.000000e+00
9.765625e-08,5.000000e+00
1.171875e-07,5.000000e+00
1.367187e-07,5.000000e+00
1.562500e-07,5.000000e+00
1.757813e-07,5.000000e+00
1.953125e-07,5.000000e+00
2.148438e-07,5.000000e+00
2.343750e-07,5.000000e+00
2.539062e-07,5.000000e+00
2.734375e-07,5.000000e+00
2.929687e-07,5.000000e+00
3.125000e-07,5.000000e+00
3.320313e-07,5.000000e+00
3.515625e-07,5.000000e+00
3.710938e-07,5.000000e+00
3.906250e-07,5.000000e+00
4.101563e-07,5.000000e+00
4.296875e-07,5.000000e+00
4.492188e-07,5.000000e+00
4.687500e-07,5.000000e+00
4.882813e-07,5.000000e+00
5.078125e-07,5.000000e+00
5.273438e-07,5.000000e+00
5.468750e-07,5.000000e+00
5.664063e-07,5.000000e+00
5.859375e-07,5.000000e+00
6.054687e-07,5.000000e+00
6.250000e-07,5.000000e+00
6.445312e-07,5.000000e+00
6.640625e-07,5.000000e+00
6.835937e-07,5.000000e+00
7.031250e-07,5.000000e+00
7.226562e-07,5.000000e+00
7.421875e-07,5.000000e+00
7.617187e-07,5.000000e+00
7.812500e-07,5.000000e+00
8.007812e-07,5.000000e+00
8.203125e-07,5.000000e+00
8.398437e-07,5.000000e+00
8.593750e-07,5.000000e+00
8.789062e-07,5.000000e+00
8.984375e-07,5.000000e+00
9.179687e-07,5.000000e+00
9.375000e-07,5.000000e+00
9.570312e-07,5.000000e+00
9.765625e-07,5.000000e+00
9.960938e-07,5.000000e+00
1.015625e-06,5.000000e+00
1.035156e-06,5.000000e+00
1.054688e-06,5.000000e+00
1.074219e-06,5.000000e+00
1.093750e-06,5.000000e+00
1.113281e-06,5.000000e+00
1.132813e-06,5.000000e+00
1.152344e-06,5.000000e+00
1.171875e-06,5.000000e+00
1.191406e-06,5.000000e+00
1.210937e-06,5.000000e+00
1.230469e-06,5.000000e+00
1.250000e-06,5.000000e+00
1.269531e-06,5.000000e+00
1.289062e-06,5.000000e+00
1.308594e-06,5.000000e+00
1.328125e-06,5.000000e+00
1.347656e-06,5.000000e+00
1.367187e-06,5.000000e+00
1.386719e-06,5.000000e+00
1.406250e-06,5.000000e+00
1.425781e-06,5.000000e+00
1.445312e-06,5.000000e+00
1.464844e-06,5.000000e+00
1.484375e-06,5.000000e+00
1.503906e-06,5.000000e+00
1.523437e-06,5.000000e+00
1.542969e-06,5.000000e+00
1.562500e-06,5.000000e+00
1.582031e-06,5.000000e+00
1.601562e-06,5.000000e+00
1.621094e-06,5.000000e+00
1.640625e-06,5.000000e+00
1.660156e-06,5.000000e+00
1.679687e-06,5.000000e+00
1.699219e-06,5.000000e+00
1.718750e-06,5.000000e+00
1.738281e-06,5.000000e+00
1.757812e-06,5.000000e+00
1.777344e-06,5.000000e+00
1.796875e-06,5.000000e+00
1.816406e-06,5.000000e+00
1.835937e-06,5.000000e+00
1.855469e-06,5.000000e+00
1.875000e-06,5.000000e+00
1.894531e-06,5.000000e+00
1.914062e-06,5.000000e+00
1.933594e-06,5.000000e+00
1.953125e-06,5.000000e+00
1.972656e-06,5.000000e+00
1.992188e-06,5.000000e+00
2.011719e-06,5.000000e+00
2.031250e-06,5.000000e+00
2.050781e-06,5.000000e+00
2.070312e-06,5.000000e+00
2.089844e-06,5.000000e+00
2.109375e-06,5.000000e+00
2.128906e-06,5.000000e+00
2.148438e-06,5.000000e+00
2.167969e-06,5.000000e+00
2.187500e-06,5.000000e+00
2.207031e-06,5.000000e+00
2.226562e-06,5.000000e+00
